,년,월,주말,행정동코드,총생활인구수,10세 이하,10대,20대,30대,40대,50대,60대,70세 이상,통계청행정동코드,행자부행정동코드,시도명,시군구명,행정동명
25,2019,1,True,11110530,574920.25,28932.625,33380.125,98511.375,94562.0,96391.25,79947.75,60218.375,74575.875,1101053,11110530,서울,종로구,사직동
26,2019,2,False,11110530,719570.5454545454,20821.727272727272,26751.68181818182,113287.81818181818,155535.5,149227.54545454544,107629.18181818182,65799.04545454546,71823.36363636363,1101053,11110530,서울,종로구,사직동
27,2019,2,True,11110530,540614.75,26930.875,30917.125,85841.375,88718.625,91982.25,77589.75,57049.625,73156.25,1101053,11110530,서울,종로구,사직동
28,2019,3,False,11110530,758393.8636363636,21340.954545454544,33109.27272727273,116053.77272727272,164801.86363636365,158468.54545454544,111386.63636363637,69456.5,75197.0,1101053,11110530,서울,종로구,사직동
29,2019,3,True,11110530,552353.1,28962.8,33304.8,88203.7,93256.8,93244.5,77540.9,57332.2,72216.7,1101053,11110530,서울,종로구,사직동
30,2019,4,False,11110530,751269.7272727273,25892.954545454544,34245.181818181816,111967.5,164461.0909090909,157511.77272727274,108837.54545454546,66986.81818181818,72912.72727272728,1101053,11110530,서울,종로구,사직동
31,2019,4,True,11110530,569916.625,30410.125,33946.75,86943.75,94213.5,95787.375,78863.875,62116.0,79374.625,1101053,11110530,서울,종로구,사직동
32,2019,5,False,11110530,720213.6521739131,29887.0,37317.782608695656,107103.60869565218,153551.60869565216,146594.65217391305,101905.47826086957,65257.434782608696,70136.95652173914,1101053,11110530,서울,종로구,사직동
33,2019,5,True,11110530,559522.0,31322.0,35340.875,86320.375,92321.625,93728.875,76315.125,60852.5,75098.625,1101053,11110530,서울,종로구,사직동
34,2019,6,False,11110530,695228.45,24314.1,31833.25,106327.95,149405.5,142400.7,99514.35,63371.65,69652.55,1101053,11110530,서울,종로구,사직동
